head	relation	tail
/m/0345h	corrects_failure	/m/0lbbj
/m/0345h	penalizes_entity	/m/018wrk
/m/0345h	failure_type	resolved
/m/0f__1	corrects_failure	/m/0498y
/m/0f__1	penalizes_entity	/m/09c7w0
/m/0f__1	failure_type	resolved
/m/03c_cxn	corrects_failure	/m/03crcpt
/m/03c_cxn	penalizes_entity	/m/04ztj
/m/03c_cxn	failure_type	resolved
/m/0167km	corrects_failure	/m/04ztj
/m/0167km	penalizes_entity	/m/05zppz
/m/0167km	failure_type	resolved
/m/0ktx_	corrects_failure	/m/0gr4k
/m/0ktx_	penalizes_entity	/m/04dn09n
/m/0ktx_	failure_type	resolved
/m/03g3w	corrects_failure	/m/04rjg
/m/03g3w	penalizes_entity	/m/04g51
/m/03g3w	failure_type	resolved
/m/0j5fv	corrects_failure	/m/09d11
/m/0j5fv	penalizes_entity	/m/074m2
/m/0j5fv	failure_type	resolved
/m/02ldmw	corrects_failure	/m/05qjc
/m/02ldmw	penalizes_entity	/m/05fh2
/m/02ldmw	failure_type	resolved
/m/05148p4	corrects_failure	/m/0ftps
/m/05148p4	penalizes_entity	/m/010hn
/m/05148p4	failure_type	resolved
/m/05ljv7	corrects_failure	/m/05842k
/m/05ljv7	penalizes_entity	/m/018j2
/m/05ljv7	failure_type	resolved
/m/07_l6	corrects_failure	/m/016wvy
/m/07_l6	penalizes_entity	/m/082db
/m/07_l6	failure_type	resolved
